station,train_name,destination_station,train_number,arrival_planned_time,departure_planned_time,planned_platform,train_line_id,train_line_station_num,arrival_change_time,departure_change_time,stop_canceled,changed_platform
Ingolstadt Hbf,ICE 580,Kassel-Wilhelmshöhe,580,2024-05-09 19:56:00,2024-05-09 19:58:00,4,5375326263046654482-2405091918,2,2024-05-09 19:57:00,,False,
Ingolstadt Hbf,Bus EV,Kinding(Altmühltal),94038,,2024-05-09 19:05:00,,3829440451596658783-2405091905,1,,,False,
Ingolstadt Hbf,BRB RB13,Ingolstadt Hbf,86736,2024-05-09 19:46:00,,1,5848569001778625404-2405091838,11,2024-05-09 19:47:00,,False,
Ingolstadt Hbf,BRB RB13,Augsburg Hbf,86743,,2024-05-09 19:08:00,1,-2106102740967803407-2405091908,1,,2024-05-09 19:09:00,False,
Ingolstadt Hbf,ag RB17,Ulm Hbf,84142,2024-05-09 19:54:00,2024-05-09 20:11:00,5,996643829806973498-2405091808,19,2024-05-09 19:58:00,,False,
Ingolstadt Hbf,RB 16,Treuchtlingen,59162,2024-05-09 19:24:00,2024-05-09 19:26:00,5,7649777879216529082-2405091826,9,,,False,
Ingolstadt Hbf,RE 1,Nürnberg Hbf,4040,2024-05-09 19:51:00,2024-05-09 20:01:00,6,7347363591020888163-2405091905,5,2024-05-09 19:55:00,2024-05-09 20:03:00,False,
Ingolstadt Hbf,ICE 881,München Hbf,881,2024-05-09 19:01:00,2024-05-09 19:03:00,3,-3211680008745977457-2405091324,8,2024-05-09 18:58:00,,False,
Ingolstadt Hbf,RE 1,Nürnberg Hbf,59188,2024-05-09 20:51:00,2024-05-09 20:52:00,4,-3674107549027269135-2405092005,5,2024-05-09 20:52:00,2024-05-09 20:53:00,False,
Ingolstadt Hbf,Bus EV,Ingolstadt Hbf,94039,2024-05-09 20:55:00,,,-799052085637888005-2405092015,2,,,False,
Ingolstadt Hbf,RE 1,München Hbf,4037,2024-05-09 20:00:00,2024-05-09 20:09:00,2,-7173313963166475560-2405091907,5,,2024-05-09 20:10:00,False,
Ingolstadt Hbf,BRB RB13,Ingolstadt Hbf,86742,2024-05-09 20:46:00,,1,4373663595963982305-2405091946,11,,,False,
Ingolstadt Hbf,RE 1,München Hbf,57875,2024-05-09 20:45:00,2024-05-09 21:05:00,2,300615680428059995-2405091931,4,2024-05-09 20:49:00,2024-05-09 21:07:00,False,
Ingolstadt Hbf,RE 1,Ingolstadt Hbf,4039,2024-05-09 20:54:00,,6,-277955073194021155-2405092007,5,,,False,
Ingolstadt Hbf,ICE 681,München Hbf,681,2024-05-09 20:04:00,2024-05-09 20:06:00,3,-8128517248181656303-2405091424,8,2024-05-09 20:05:00,2024-05-09 20:07:00,False,
Ingolstadt Hbf,ag RB15,Plattling,84145,2024-05-09 20:47:00,2024-05-09 21:05:00,7,-6874799039426128598-2405091847,22,,,False,
Ingolstadt Hbf,BRB RB13,Augsburg Hbf,86745,,2024-05-09 20:08:00,1,-4769796874542577189-2405092008,1,,,False,
Ingolstadt Hbf,ICE 883,München Hbf,883,2024-05-09 20:58:00,2024-05-09 21:01:00,3,-3848412617567468983-2405091524,8,,,False,
Ingolstadt Hbf,ag RE18,Ulm Hbf,84144,2024-05-09 20:55:00,2024-05-09 21:11:00,5,3678449233558365467-2405091908,15,,,False,
Ingolstadt Hbf,ICE 522,Köln Hbf,522,2024-05-09 20:24:00,2024-05-09 20:25:00,4,-4383803236760390820-2405091948,2,2024-05-09 20:25:00,2024-05-09 20:27:00,False,
Ingolstadt Hbf,RB 16,München Hbf,59161,2024-05-09 20:38:00,2024-05-09 20:39:00,2,-4080256596236254369-2405091935,12,,2024-05-09 20:40:00,False,
Ingolstadt Hbf,RB 16,Nürnberg Hbf,59106,2024-05-09 20:20:00,2024-05-09 20:30:00,5,-2724062921285146474-2405091923,9,2024-05-09 20:21:00,2024-05-09 20:31:00,False,
Kaiserslautern Hbf,RE 1,Mannheim Hbf,4102,2024-05-09 10:29:00,2024-05-09 10:34:00,4,5514860715699921534-2405090706,20,2024-05-09 10:30:00,,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12814,2024-05-09 10:25:00,,10,-917398319964175739-2405090941,8,2024-05-09 10:28:00,,False,8
Kaiserslautern Hbf,RE 6,Kaiserslautern Hbf,12012,2024-05-09 10:16:00,,1,8183916220616644467-2405090905,7,2024-05-09 10:18:00,,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12523,2024-05-09 10:54:00,,8,241671401009761520-2405091002,12,2024-05-09 10:56:00,,False,
Kaiserslautern Hbf,ICE 9556,Paris Est,9556,2024-05-09 10:21:00,2024-05-09 10:22:00,3,-6643802255688505728-2405090856,3,2024-05-09 10:22:00,2024-05-09 10:24:00,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12961,2024-05-09 10:25:00,,40,-3456686424830930440-2405090933,15,2024-05-09 10:28:00,,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38118,2024-05-09 10:33:00,2024-05-09 10:34:00,3,6324957240655175611-2405090733,46,2024-05-09 10:32:00,2024-05-09 10:35:00,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38228,2024-05-09 10:59:00,,3,8425538345367264703-2405090835,39,2024-05-09 11:14:00,,False,10
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12768,2024-05-09 10:27:00,,1,371976724606349899-2405090856,16,2024-05-09 10:45:00,,False,1
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12813,,2024-05-09 10:35:00,10,8534706050445136278-2405091035,1,,,False,8
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12516,,2024-05-09 10:03:00,2,-3482446817794847625-2405091003,1,,,False,
Kaiserslautern Hbf,RE 17,Koblenz Hbf,29656,,2024-05-09 10:04:00,1,804494498713673543-2405091004,1,,,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12719,,2024-05-09 10:31:00,120,8173969918098770008-2405091031,1,,2024-05-09 10:34:00,False,
Kaiserslautern Hbf,S 1,Osterburken,38119,2024-05-09 10:24:00,2024-05-09 10:26:00,5,-2633198367290196765-2405090954,9,2024-05-09 10:26:00,2024-05-09 10:28:00,False,
Kaiserslautern Hbf,S 1,Mosbach(Baden),38121,,2024-05-09 10:58:00,10,-8535119307506769283-2405091058,1,,2024-05-09 11:01:00,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12960,,2024-05-09 10:35:00,39,8394387962664667311-2405091035,1,,2024-05-09 10:36:00,False,
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4117,,2024-05-09 10:31:00,2,3651106629179155814-2405091031,1,,,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38120,2024-05-09 11:33:00,2024-05-09 11:34:00,3,-6639253260168851826-2405090836,46,2024-05-09 11:36:00,2024-05-09 11:37:00,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38230,2024-05-09 11:59:00,,3,-9145162203566911668-2405090935,39,2024-05-09 12:01:00,,False,4
Kaiserslautern Hbf,S 2,Mosbach(Baden),38233,,2024-05-09 11:58:00,10,-1544760864248316812-2405091158,1,,2024-05-09 11:59:00,False,
Kaiserslautern Hbf,S 1,Osterburken,38123,2024-05-09 11:25:00,2024-05-09 11:26:00,4,-8499108894829685306-2405091054,9,2024-05-09 11:27:00,2024-05-09 11:29:00,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12962,,2024-05-09 11:34:00,39,-4043919042960138291-2405091134,1,,2024-05-09 11:35:00,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12518,,2024-05-09 11:03:00,2,-1723362806863414725-2405091103,1,,,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12525,2024-05-09 11:54:00,,8,8473148027674388394-2405091102,12,2024-05-09 11:56:00,,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12721,,2024-05-09 11:31:00,120,6519925457900740523-2405091131,1,,2024-05-09 11:32:00,False,
Kaiserslautern Hbf,TGV,Frankfurt(Main)Hbf,9551,2024-05-09 11:35:00,2024-05-09 11:37:00,4,-5828902107838564008-2405090905,4,2024-05-09 11:36:00,2024-05-09 11:39:00,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12963,2024-05-09 11:24:00,,40,-8077932967489774971-2405091033,14,2024-05-09 11:34:00,,False,
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12722,2024-05-09 11:26:00,,1,4311434925451765219-2405090956,16,2024-05-09 11:29:00,,False,
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12815,,2024-05-09 11:35:00,10,-8473671398198387759-2405091135,1,,,False,8
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4119,2024-05-09 11:24:00,2024-05-09 11:31:00,2,-4488345611159043178-2405091036,4,2024-05-09 11:27:00,,False,
Kaiserslautern Hbf,RE 6,Karlsruhe Hbf,12023,,2024-05-09 11:41:00,5,-5590518400052660957-2405091141,1,,2024-05-09 11:43:00,False,
Kaiserslautern Hbf,RE 17,Kaiserslautern Hbf,29653,2024-05-09 11:54:00,,1,2432676779010933147-2405091003,9,2024-05-09 12:00:00,,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12816,2024-05-09 11:26:00,,10,8943037221597019135-2405091041,8,2024-05-09 11:27:00,,False,8
Kaiserslautern Hbf,RE 1,Mannheim Hbf,4106,2024-05-09 12:29:00,2024-05-09 12:34:00,4,-4107415042196688967-2405090906,20,2024-05-09 12:49:00,2024-05-09 12:50:00,False,
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4121,2024-05-09 12:24:00,2024-05-09 12:31:00,2,6245452181756872477-2405091139,4,,,False,
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12817,,2024-05-09 12:35:00,8,3977022920331912412-2405091235,1,,,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12818,2024-05-09 12:26:00,,10,8588107563064216828-2405091141,8,2024-05-09 12:25:00,,False,8
Kaiserslautern Hbf,S 1,Osterburken,38125,2024-05-09 12:25:00,2024-05-09 12:26:00,5,-1962935827786288132-2405091154,9,2024-05-09 12:27:00,2024-05-09 12:29:00,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38122,2024-05-09 12:33:00,2024-05-09 12:34:00,3,-6253520123571308602-2405090936,46,,2024-05-09 12:36:00,False,
Kaiserslautern Hbf,S 2,Mosbach(Baden),38235,,2024-05-09 12:58:00,10,-3855639451194590033-2405091258,1,,2024-05-09 12:59:00,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12964,,2024-05-09 12:34:00,39,-7079812924941801767-2405091234,1,,2024-05-09 12:35:00,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38232,2024-05-09 12:59:00,,3,6142719017125177446-2405091035,39,2024-05-09 13:01:00,,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12527,2024-05-09 12:54:00,,8,1380053976090248964-2405091202,12,2024-05-09 12:58:00,,False,
Kaiserslautern Hbf,RE 17,Koblenz Hbf,29658,,2024-05-09 12:04:00,1,-9016500241235637089-2405091204,1,,2024-05-09 12:05:00,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12965,2024-05-09 12:25:00,,40,6677630750662880404-2405091133,15,2024-05-09 12:30:00,,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12522,,2024-05-09 12:03:00,5,-7761206057092352395-2405091203,1,,,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12725,,2024-05-09 12:31:00,120,3118007014553514890-2405091231,1,,2024-05-09 12:32:00,False,
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12724,2024-05-09 12:27:00,,120,5117604420062761584-2405091056,16,2024-05-09 12:28:00,,False,1
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12820,2024-05-09 13:26:00,,8,8744169257039191005-2405091241,8,2024-05-09 13:28:00,,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12526,,2024-05-09 13:03:00,2,8307360411516313616-2405091303,1,,,False,
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12819,,2024-05-09 13:35:00,8,8315343245335663586-2405091335,1,,,False,
Kaiserslautern Hbf,S 1,Osterburken,38127,2024-05-09 13:25:00,2024-05-09 13:26:00,5,-8500400071161534173-2405091254,9,2024-05-09 13:28:00,2024-05-09 13:29:00,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12529,2024-05-09 13:54:00,,8,-877247321718050289-2405091302,12,,,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12729,,2024-05-09 13:31:00,120,-6503019549322314389-2405091331,1,,2024-05-09 13:34:00,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38234,2024-05-09 13:59:00,,3,2471431353329949424-2405091135,39,2024-05-09 14:37:00,,False,10
Kaiserslautern Hbf,S 2,Mosbach(Baden),38237,,2024-05-09 13:58:00,10,-7614506378979146764-2405091358,1,,2024-05-09 13:59:00,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12966,,2024-05-09 13:34:00,39,-6293411271107110251-2405091334,1,,,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12967,2024-05-09 13:24:00,,40,6550480439858697768-2405091233,14,2024-05-09 13:26:00,,False,
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12726,2024-05-09 13:27:00,,1,-1383054909697908858-2405091202,16,2024-05-09 13:32:00,,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38126,2024-05-09 13:33:00,2024-05-09 13:34:00,3,-1259858605148287849-2405091036,46,2024-05-09 13:32:00,2024-05-09 13:35:00,False,
Kaiserslautern Hbf,RE 17,Kaiserslautern Hbf,29655,2024-05-09 13:54:00,,1,-5388155140497256795-2405091203,9,2024-05-09 14:13:00,,False,
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4123,2024-05-09 13:24:00,2024-05-09 13:31:00,2,-4059341726586179126-2405091236,4,,,False,
Kaiserslautern Hbf,RE 1,Mannheim Hbf,4108,2024-05-09 13:29:00,2024-05-09 13:34:00,4,-1293163428250039160-2405091006,20,2024-05-09 13:38:00,2024-05-09 13:39:00,False,
Kaiserslautern Hbf,TGV,Paris Est,9552,2024-05-09 14:23:00,2024-05-09 14:24:00,3,-7545957812818181174-2405091256,3,2024-05-09 14:28:00,2024-05-09 14:30:00,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12531,2024-05-09 14:54:00,,8,6184323867089490996-2405091402,12,2024-05-09 14:52:00,,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38236,2024-05-09 14:59:00,,3,-4505063686895506795-2405091235,39,2024-05-09 15:02:00,,False,
Kaiserslautern Hbf,RE 1,Mannheim Hbf,4110,2024-05-09 14:29:00,2024-05-09 14:34:00,4,4202024318670503805-2405091106,20,2024-05-09 14:31:00,,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12731,,2024-05-09 14:31:00,120,5604786765209259040-2405091431,1,,2024-05-09 14:33:00,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12822,2024-05-09 14:26:00,,8,7946247565228434961-2405091341,8,,,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12528,,2024-05-09 14:03:00,2,5486888281917882730-2405091403,1,,,False,
Kaiserslautern Hbf,S 1,Osterburken,38129,2024-05-09 14:25:00,2024-05-09 14:26:00,5,7726693634998519700-2405091354,9,,,False,
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12821,,2024-05-09 14:35:00,8,-2666310019007230773-2405091435,1,,,False,
Kaiserslautern Hbf,S 2,Mosbach(Baden),38239,,2024-05-09 14:58:00,10,-7527552180703358421-2405091458,1,,2024-05-09 14:59:00,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12968,,2024-05-09 14:35:00,39,6419911278766625131-2405091435,1,,,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38128,2024-05-09 14:33:00,2024-05-09 14:34:00,3,860804896228737017-2405091136,46,2024-05-09 15:19:00,2024-05-09 15:21:00,False,
Kaiserslautern Hbf,RE 17,Koblenz Hbf,29660,,2024-05-09 14:03:00,1,8316179347804720136-2405091403,1,,2024-05-09 14:18:00,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12969,2024-05-09 14:25:00,,40,-6934407425806021711-2405091333,15,2024-05-09 14:32:00,,False,
Kaiserslautern Hbf,RE 6,Kaiserslautern Hbf,12020,2024-05-09 14:16:00,,2,8506698748609479927-2405091306,7,2024-05-09 14:22:00,,False,1
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12533,2024-05-09 15:54:00,,8,5843924277010703392-2405091503,11,,,False,
Kaiserslautern Hbf,RE 6,Karlsruhe Hbf,12033,,2024-05-09 15:41:00,8,4451764504224149392-2405091541,1,,2024-05-09 15:43:00,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12824,2024-05-09 15:26:00,,5,4791876433302109568-2405091441,8,2024-05-09 15:27:00,,False,
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12823,,2024-05-09 15:35:00,5,8681085882314320451-2405091535,1,,2024-05-09 15:36:00,False,
Kaiserslautern Hbf,ICE 9553,Frankfurt(Main)Hbf,9553,2024-05-09 15:35:00,2024-05-09 15:37:00,4,2182708515882328076-2405091309,3,2024-05-09 15:36:00,2024-05-09 15:38:00,False,
Kaiserslautern Hbf,RE 17,Kaiserslautern Hbf,29657,2024-05-09 15:54:00,,1,961440687607277062-2405091403,9,2024-05-09 15:56:00,,False,
Kaiserslautern Hbf,S 1,Osterburken,38131,2024-05-09 15:25:00,2024-05-09 15:26:00,4,244939211114633466-2405091454,9,,,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38238,2024-05-09 15:59:00,,3,6897427650280318131-2405091335,39,2024-05-09 16:02:00,,False,
Kaiserslautern Hbf,S 2,Mosbach(Baden),38241,,2024-05-09 15:58:00,10,3041183411041229492-2405091558,1,,2024-05-09 15:59:00,False,
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4127,2024-05-09 15:24:00,2024-05-09 15:31:00,2,765884255463401950-2405091439,4,2024-05-09 15:25:00,,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38130,2024-05-09 15:33:00,2024-05-09 15:34:00,3,-817842306782301825-2405091236,46,,2024-05-09 15:36:00,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12532,,2024-05-09 15:03:00,2,-2406144441343720624-2405091503,1,,,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12971,2024-05-09 15:24:00,,40,7340332126140846750-2405091433,14,2024-05-09 15:30:00,,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12970,,2024-05-09 15:34:00,40,9165133909615745820-2405091534,1,,2024-05-09 15:35:00,False,39
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12732,2024-05-09 15:27:00,,120,7347586739578899120-2405091356,16,2024-05-09 15:28:00,,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12735,,2024-05-09 15:31:00,1,-4350000427060407286-2405091531,1,,,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12973,2024-05-09 16:25:00,,40,8059497505137043357-2405091533,15,2024-05-09 16:27:00,,False,
Kaiserslautern Hbf,S 1,Osterburken,38135,2024-05-09 16:25:00,2024-05-09 16:26:00,5,-6526619566385957124-2405091554,9,2024-05-09 16:26:00,2024-05-09 16:27:00,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12974,,2024-05-09 16:35:00,39,-5345073709567557521-2405091635,1,,,False,
Kaiserslautern Hbf,RE 1,Mannheim Hbf,4114,2024-05-09 16:29:00,2024-05-09 16:34:00,4,7842371433605033713-2405091306,20,2024-05-09 16:32:00,,False,
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12734,2024-05-09 16:27:00,,1,-9033302130262409370-2405091456,16,2024-05-09 16:29:00,,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12535,2024-05-09 16:54:00,,8,4971330130124752314-2405091601,13,2024-05-09 16:53:00,,False,
Kaiserslautern Hbf,RE 17,Koblenz Hbf,29662,,2024-05-09 16:03:00,1,-1865236600119172661-2405091603,1,,,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12536,,2024-05-09 16:03:00,2,3525737184376943991-2405091603,1,,2024-05-09 16:04:00,False,
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12825,,2024-05-09 16:35:00,10,-1477070997396057037-2405091635,1,,,False,8
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12739,,2024-05-09 16:34:00,120,-5486652712439533837-2405091634,1,,2024-05-09 16:36:00,False,
Kaiserslautern Hbf,S 2,Mosbach(Baden),38243,,2024-05-09 16:58:00,10,-2108368176832072087-2405091658,1,,2024-05-09 16:59:00,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12826,2024-05-09 16:26:00,,8,1058582889532606683-2405091541,8,2024-05-09 16:29:00,,False,42
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38240,2024-05-09 16:59:00,,3,1408270626508183433-2405091435,39,,,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38132,2024-05-09 16:33:00,2024-05-09 16:34:00,3,4064511848250356169-2405091336,46,2024-05-09 16:36:00,2024-05-09 16:38:00,False,
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4129,2024-05-09 16:24:00,2024-05-09 16:31:00,2,3317117431063781279-2405091539,4,2024-05-09 16:32:00,2024-05-09 16:33:00,False,3
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38134,2024-05-09 17:31:00,2024-05-09 17:34:00,3,7487348938339215963-2405091436,48,2024-05-09 17:39:00,2024-05-09 17:41:00,False,
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4131,2024-05-09 17:24:00,2024-05-09 17:31:00,2,-4534381173691714871-2405091636,4,2024-05-09 17:35:00,2024-05-09 17:36:00,False,3
Kaiserslautern Hbf,S 1,Osterburken,38137,2024-05-09 17:25:00,2024-05-09 17:26:00,5,1228751470809979887-2405091654,9,,,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12538,,2024-05-09 17:03:00,2,-819433432448738592-2405091703,1,,,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12537,2024-05-09 17:54:00,,8,7155423963719735241-2405091702,12,2024-05-09 17:53:00,,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12828,2024-05-09 17:26:00,,8,1131095694482161166-2405091641,8,2024-05-09 17:30:00,,False,5
Kaiserslautern Hbf,RE 1,Mannheim Hbf,4116,2024-05-09 17:29:00,2024-05-09 17:34:00,4,3997200133294264185-2405091406,20,2024-05-09 17:32:00,,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12976,,2024-05-09 17:35:00,39,5223446737915229739-2405091735,1,,2024-05-09 17:39:00,False,
Kaiserslautern Hbf,RE 17,Kaiserslautern Hbf,29659,2024-05-09 17:54:00,,1,-2992046168015864791-2405091603,9,2024-05-09 17:57:00,,False,
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12827,,2024-05-09 17:35:00,8,1552611710476391722-2405091735,1,,2024-05-09 17:39:00,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12975,2024-05-09 17:25:00,,40,6832187366011767741-2405091633,15,2024-05-09 17:32:00,,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12761,,2024-05-09 17:31:00,120,649562931678784656-2405091731,1,,2024-05-09 17:33:00,False,
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12736,2024-05-09 17:26:00,,1,-3182719358985676025-2405091556,16,2024-05-09 17:33:00,,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38242,2024-05-09 17:59:00,,3,7698710218027144004-2405091535,39,2024-05-09 18:04:00,,False,
Kaiserslautern Hbf,S 2,Mosbach(Baden),38247,,2024-05-09 18:58:00,10,-5018788833054227979-2405091858,1,,,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12830,2024-05-09 18:26:00,,8,2979594262579355080-2405091741,8,2024-05-09 18:30:00,,False,
Kaiserslautern Hbf,RE 17,Koblenz Hbf,29664,,2024-05-09 18:04:00,1,5035399661838689745-2405091804,1,,,False,
Kaiserslautern Hbf,RE 1,Koblenz Hbf,4133,2024-05-09 18:24:00,2024-05-09 18:30:00,3,-3480652184249646044-2405091735,4,2024-05-09 18:49:00,2024-05-09 18:51:00,False,
Kaiserslautern Hbf,ICE 562,Saarbrücken Hbf,562,2024-05-09 18:33:00,2024-05-09 18:35:00,3,-6869650552962585885-2405091439,8,2024-05-09 18:35:00,2024-05-09 18:36:00,False,
Kaiserslautern Hbf,RB 56,Kaiserslautern Hbf,12317,2024-05-09 18:19:00,,10,7099688051364564763-2405091627,15,2024-05-09 18:22:00,,False,3
Kaiserslautern Hbf,RB 64,Pirmasens Hbf,12829,,2024-05-09 18:35:00,8,-5372352109675056880-2405091835,1,,,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12978,,2024-05-09 18:35:00,39,-2015251391988839495-2405091835,1,,2024-05-09 18:36:00,False,
Kaiserslautern Hbf,RB 65,Bingen(Rhein) Hbf,12749,,2024-05-09 18:40:00,120,-2464740131160984774-2405091840,1,,2024-05-09 18:41:00,False,
Kaiserslautern Hbf,RB 70,Kaiserslautern Hbf,12539,2024-05-09 18:54:00,,8,2534490430526321860-2405091802,12,2024-05-09 18:52:00,,False,
Kaiserslautern Hbf,RB 70,Saarbrücken Hbf,12540,,2024-05-09 18:03:00,2,4229560586388306428-2405091803,1,,2024-05-09 18:06:00,False,
Kaiserslautern Hbf,S 2,Kaiserslautern Hbf,38244,2024-05-09 18:59:00,,3,-4810812706008049833-2405091635,39,2024-05-09 19:04:00,,False,
Kaiserslautern Hbf,S 2,Mosbach(Baden),38245,,2024-05-09 18:00:00,10,-2495594501985751011-2405091800,1,,,False,
Kaiserslautern Hbf,RB 66,Kaiserslautern Hbf,12977,2024-05-09 18:25:00,,40,-1535261468485442467-2405091733,14,2024-05-09 18:35:00,,False,
Kaiserslautern Hbf,S 1,Homburg(Saar)Hbf,38136,2024-05-09 18:30:00,2024-05-09 18:40:00,2,1635154558134352632-2405091536,46,,,False,
Kaiserslautern Hbf,RB 65,Kaiserslautern Hbf,12742,2024-05-09 18:27:00,,1,5181331297281678760-2405091656,16,2024-05-09 18:33:00,,False,
Kaiserslautern Hbf,S 1,Osterburken,38139,2024-05-09 18:25:00,2024-05-09 18:26:00,5,6417829408972045920-2405091754,9,,,False,
Kaiserslautern Hbf,RE 1,Mannheim Hbf,4118,2024-05-09 18:29:00,2024-05-09 18:34:00,4,1672939722005276167-2405091506,20,2024-05-09 18:35:00,2024-05-09 18:36:00,False,
Kaiserslautern Hbf,RB 66,Lauterecken-Grumbach,12980,,2024-05-09 19:34:00,39,-659132485636965002-2405091934,1,,,False,
Kaiserslautern Hbf,RE 6,Kaiserslautern Hbf,12036,2024-05-09 19:19:00,,3,-416510423205392151-2405091805,8,2024-05-09 19:18:00,,False,
Kaiserslautern Hbf,RB 64,Kaiserslautern Hbf,12832,2024-05-09 19:26:00,,8,-7602852323672203887-2405091841,8,2024-05-09 19:30:00,,False,
Kaiserslautern Hbf,RE 17,Kaiserslautern Hbf,29661,2024-05-09 19:54:00,,1,-7713530252449996401-2405091803,9,2024-05-09 19:57:00,,False,5
