station,train_name,destination_station,train_number,arrival_planned_time,departure_planned_time,planned_platform,train_line_id,train_line_station_num,arrival_change_time,departure_change_time,stop_canceled,changed_platform
Aachen Hbf,RE 1,Aachen Hbf,26808,2024-05-09 10:07:00,,2,-7766261839514572852-2405090720,26,,,False,
Aachen Hbf,RB 33,Essen Hbf,10320,,2024-05-09 10:37:00,6,7448894008162231514-2405091037,1,,2024-05-09 10:42:00,False,3
Aachen Hbf,RE 4,Aachen Hbf,26410,2024-05-09 10:36:00,,7,-818617874786858328-2405090809,24,2024-05-09 10:44:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30012,2024-05-09 10:01:00,2024-05-09 10:02:00,1,8345451836318455618-2405090950,4,,,False,
Aachen Hbf,RE 18,Maastricht,18928,,2024-05-09 10:47:00,6,8378697322147947280-2405091047,1,,2024-05-09 10:54:00,False,1
Aachen Hbf,RB 20,Alsdorf-Annapark,30560,2024-05-09 10:31:00,2024-05-09 10:32:00,1,3705165490584341209-2405091004,9,2024-05-09 10:32:00,2024-05-09 10:33:00,False,
Aachen Hbf,RB 33,Aachen Hbf,10319,2024-05-09 10:27:00,,6,612445710103187398-2405090816,31,2024-05-09 10:29:00,,False,3
Aachen Hbf,ICE 316,Bruxelles Midi,316,2024-05-09 10:16:00,2024-05-09 10:21:00,9,-5717720788505540143-2405090816,6,2024-05-09 10:25:00,2024-05-09 10:29:00,False,
Aachen Hbf,RE 18,Aachen Hbf,18923,2024-05-09 10:13:00,,6,-113279441776860783-2405090924,9,2024-05-09 10:19:00,,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26817,,2024-05-09 10:51:00,2,-3845145637786814987-2405091051,1,,2024-05-09 10:54:00,False,
Aachen Hbf,RE 4,Dortmund Hbf,26415,,2024-05-09 10:22:00,7,8455365654149493471-2405091022,1,,2024-05-09 10:25:00,False,
Aachen Hbf,RE 18,Maastricht,18926,,2024-05-09 10:17:00,6,4544147637619219031-2405091017,1,,2024-05-09 10:22:00,False,
Aachen Hbf,RE 29,Hergenrath,5031,,2024-05-09 10:37:00,8,-7364109473367523266-2405091037,1,,2024-05-09 10:40:00,False,
Aachen Hbf,RE 9,Aachen Hbf,10908,2024-05-09 10:41:00,,3,-3544363382926410787-2405090810,23,2024-05-09 10:53:00,,False,
Aachen Hbf,EST,Köln Hbf,9411,2024-05-09 10:33:00,2024-05-09 10:36:00,9,8220507468631686287-2405090755,4,2024-05-09 10:38:00,2024-05-09 10:41:00,False,
Aachen Hbf,RE 9,Siegen Hbf,10911,,2024-05-09 10:18:00,3,-5394342607351603373-2405091018,1,,2024-05-09 10:19:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30013,2024-05-09 10:00:00,2024-05-09 10:01:00,8,-1442451286068020426-2405090912,14,,2024-05-09 10:02:00,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30565,2024-05-09 10:30:00,2024-05-09 10:31:00,7,-2975321552877188475-2405091002,9,2024-05-09 10:37:00,2024-05-09 10:38:00,False,
Aachen Hbf,RE 29,Aachen Hbf,5009,2024-05-09 10:22:00,,<,-8604021462073863285-2405090908,2,2024-05-09 10:28:00,,False,8
Aachen Hbf,RE 18,Aachen Hbf,18925,2024-05-09 10:42:00,,6,2672567689317339267-2405090954,9,2024-05-09 10:48:00,,False,1
Aachen Hbf,RE 4,Aachen Hbf,26412,2024-05-09 11:35:00,,7,7586550011949396681-2405090909,23,2024-05-09 11:39:00,,False,
Aachen Hbf,Bus RE18,Heerlen,1832,,2024-05-09 11:52:00,,9144200234435156999-2405091152,1,,,False,
Aachen Hbf,RE 9,Aachen Hbf,10910,2024-05-09 11:41:00,,3,-3520075032510915044-2405090910,23,2024-05-09 11:55:00,,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26819,,2024-05-09 11:51:00,2,6306151698101485326-2405091151,1,,,False,
Aachen Hbf,RE 4,Dortmund Hbf,26417,,2024-05-09 11:22:00,7,-8162946535384153435-2405091122,1,,,False,
Aachen Hbf,RE 9,Siegen Hbf,10913,,2024-05-09 11:18:00,3,3836701800496459295-2405091118,1,,2024-05-09 11:20:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30015,2024-05-09 11:00:00,2024-05-09 11:01:00,8,-4996856289470908686-2405091012,14,2024-05-09 11:01:00,2024-05-09 11:02:00,False,
Aachen Hbf,RB 33,Essen Hbf,10322,,2024-05-09 11:35:00,6,-6797166876779044113-2405091135,1,,,False,3
Aachen Hbf,RB 33,Aachen Hbf,10321,2024-05-09 11:27:00,,6,-3022599497773762713-2405090916,31,,,False,3
Aachen Hbf,RB 20,Stolberg-Rathaus,30567,2024-05-09 11:30:00,2024-05-09 11:31:00,7,-3337174659083131359-2405091102,9,2024-05-09 11:34:00,2024-05-09 11:35:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30014,2024-05-09 11:01:00,2024-05-09 11:02:00,1,-7404025252670257019-2405091050,4,2024-05-09 11:02:00,2024-05-09 11:03:00,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30562,2024-05-09 11:31:00,2024-05-09 11:32:00,1,-1432199225504716381-2405091104,9,2024-05-09 11:32:00,,False,
Aachen Hbf,RE 1,Aachen Hbf,26810,2024-05-09 11:07:00,,2,1240455041483982127-2405090820,26,,,False,
Aachen Hbf,RE 29,Aachen Hbf,5010,2024-05-09 11:22:00,,<,8848620614069407788-2405091008,2,,,False,8
Aachen Hbf,RE 18,Aachen Hbf,18927,2024-05-09 11:13:00,,6,4962352755938786886-2405091024,9,,,True,
Aachen Hbf,RE 29,Hergenrath,5032,,2024-05-09 11:37:00,8,7984786560772510373-2405091137,1,,2024-05-09 11:38:00,False,
Aachen Hbf,RE 18,Maastricht,18930,,2024-05-09 11:18:00,6,2658357207626497699-2405091118,1,,,True,
Aachen Hbf,ICE 15,Frankfurt(Main)Hbf,15,2024-05-09 11:36:00,2024-05-09 11:39:00,9,-6382331557337532208-2405091025,4,,,True,
Aachen Hbf,ICE 16,Bruxelles Midi,16,2024-05-09 12:16:00,2024-05-09 12:21:00,9,-3207602294555876168-2405091026,4,2024-05-09 12:21:00,2024-05-09 12:24:00,False,
Aachen Hbf,RE 18,Aachen Hbf,18933,2024-05-09 12:42:00,,6,5126687113980998182-2405091154,9,2024-05-09 12:53:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30016,2024-05-09 12:01:00,2024-05-09 12:02:00,1,3323949175646553416-2405091150,4,2024-05-09 12:02:00,2024-05-09 12:03:00,False,
Aachen Hbf,Bus RE18,Aachen Hbf,1829,2024-05-09 12:27:00,,,-2772354295580500469-2405091124,6,,,False,
Aachen Hbf,RE 9,Aachen Hbf,10912,2024-05-09 12:41:00,,3,-5034390762302503184-2405091010,23,2024-05-09 12:40:00,,False,
Aachen Hbf,RB 33,Essen Hbf,10324,,2024-05-09 12:37:00,3,-4191241432018282090-2405091237,1,,,False,
Aachen Hbf,RE 9,Siegen Hbf,10915,,2024-05-09 12:18:00,3,7442452818840997729-2405091218,1,,2024-05-09 12:23:00,False,
Aachen Hbf,ICE 1051,Berlin Ostbahnhof,1051,,2024-05-09 12:46:00,8,-3876277476123700807-2405091246,1,,2024-05-09 12:48:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30017,2024-05-09 12:00:00,2024-05-09 12:01:00,8,-8418222274093817229-2405091112,14,2024-05-09 12:08:00,2024-05-09 12:05:00,False,
Aachen Hbf,RE 29,Aachen Hbf,5011,2024-05-09 12:22:00,,6,-5456599782522575044-2405091108,2,2024-05-09 12:29:00,,False,
Aachen Hbf,RE 18,Aachen Hbf,18931,2024-05-09 12:12:00,,6,6583700055398707436-2405091124,9,2024-05-09 12:14:00,,False,
Aachen Hbf,RB 33,Aachen Hbf,10323,2024-05-09 12:27:00,,3,1715947375733703275-2405091016,31,2024-05-09 12:30:00,,False,
Aachen Hbf,RE 4,Dortmund Hbf,26419,,2024-05-09 12:22:00,7,4983484312776680045-2405091222,1,,2024-05-09 12:25:00,False,
Aachen Hbf,RE 18,Maastricht,18936,,2024-05-09 12:47:00,6,3205887143883804187-2405091247,1,,2024-05-09 12:56:00,False,
Aachen Hbf,RE 4,Aachen Hbf,26414,2024-05-09 12:36:00,,7,1833126411231503231-2405091009,23,2024-05-09 12:47:00,,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30569,2024-05-09 12:30:00,2024-05-09 12:31:00,7,1855945296957423064-2405091202,9,2024-05-09 12:36:00,2024-05-09 12:36:00,False,
Aachen Hbf,EST,Essen Hbf,9423,2024-05-09 12:34:00,2024-05-09 12:37:00,9,2018051632795363991-2405090955,4,2024-05-09 12:37:00,,False,
Aachen Hbf,RE 29,Hergenrath,5033,,2024-05-09 12:37:00,6,-7628268621677084062-2405091237,1,,2024-05-09 12:39:00,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30564,2024-05-09 12:30:00,2024-05-09 12:31:00,1,-2855081636390712045-2405091204,9,2024-05-09 12:31:00,2024-05-09 12:33:00,False,
Aachen Hbf,RE 1,Aachen Hbf,26812,2024-05-09 12:05:00,,2,8982207777876636396-2405090920,26,2024-05-09 12:19:00,,False,
Aachen Hbf,RE 18,Maastricht,18934,,2024-05-09 12:17:00,6,7203803578534106429-2405091217,1,,2024-05-09 12:22:00,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26821,,2024-05-09 12:51:00,2,-4524697482952250511-2405091251,1,,2024-05-09 12:52:00,False,
Aachen Hbf,RB 33,Essen Hbf,10326,,2024-05-09 13:37:00,2,3772983581833112391-2405091337,1,,2024-05-09 13:38:00,False,
Aachen Hbf,RE 29,Aachen Hbf,5012,2024-05-09 13:22:00,,6,-3142349716842444670-2405091208,2,2024-05-09 13:30:00,,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30566,2024-05-09 13:31:00,2024-05-09 13:32:00,1,-1873409439486780716-2405091304,9,2024-05-09 13:40:00,2024-05-09 13:41:00,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26823,,2024-05-09 13:51:00,2,-3147256454550081390-2405091351,1,,2024-05-09 14:02:00,False,3
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30019,2024-05-09 13:00:00,2024-05-09 13:01:00,8,-8892239479013746475-2405091212,14,2024-05-09 13:01:00,2024-05-09 13:03:00,False,
Aachen Hbf,RE 4,Dortmund Hbf,26421,,2024-05-09 13:22:00,7,-7323974984235877549-2405091322,1,,,False,
Aachen Hbf,RB 33,Aachen Hbf,10325,2024-05-09 13:27:00,,2,-8258200876876039965-2405091116,31,,,False,
Aachen Hbf,RE 29,Hergenrath,5034,,2024-05-09 13:37:00,6,-7760689325071259199-2405091337,1,,2024-05-09 13:42:00,False,
Aachen Hbf,RE 9,Siegen Hbf,10917,,2024-05-09 13:18:00,3,3762663024269879642-2405091318,1,,,False,
Aachen Hbf,ICE 1052,Aachen Hbf,1052,2024-05-09 13:12:00,,8,976167701011077299-2405090656,16,2024-05-09 13:05:00,,False,6
Aachen Hbf,EST,Paris Nord,9450,2024-05-09 13:18:00,2024-05-09 13:23:00,9,670685299865354022-2405091242,2,2024-05-09 13:23:00,2024-05-09 13:25:00,False,
Aachen Hbf,RE 9,Aachen Hbf,10914,2024-05-09 13:41:00,,3,-710320317500141719-2405091110,23,2024-05-09 13:47:00,,False,
Aachen Hbf,RE 18,Aachen Hbf,18937,2024-05-09 13:42:00,,6,-4183348511820628368-2405091254,9,2024-05-09 13:46:00,,False,
Aachen Hbf,RE 18,Aachen Hbf,18935,2024-05-09 13:11:00,,1,-8492574220545738621-2405091224,9,,,True,
Aachen Hbf,RE 18,Maastricht,18940,,2024-05-09 13:47:00,6,6964032280319126342-2405091347,1,,2024-05-09 13:50:00,False,
Aachen Hbf,RE 18,Maastricht,18938,,2024-05-09 13:17:00,1,-8943139953645392526-2405091317,1,,,True,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30018,2024-05-09 13:01:00,2024-05-09 13:02:00,1,4083473720689476753-2405091250,4,2024-05-09 13:10:00,2024-05-09 13:14:00,False,
Aachen Hbf,RE 4,Aachen Hbf,26416,2024-05-09 13:36:00,,7,9023858715850225204-2405091109,23,2024-05-09 13:38:00,,False,
Aachen Hbf,ICE 315,Frankfurt(Main)Hbf,315,2024-05-09 13:36:00,2024-05-09 13:39:00,9,4815612638303090443-2405091225,4,2024-05-09 13:41:00,2024-05-09 13:44:00,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30571,2024-05-09 13:30:00,2024-05-09 13:31:00,7,-4760008796582124037-2405091302,9,2024-05-09 13:33:00,2024-05-09 13:35:00,False,
Aachen Hbf,RE 1,Aachen Hbf,26814,2024-05-09 13:07:00,,2,5394083644361527353-2405091020,26,2024-05-09 13:36:00,,False,3
Aachen Hbf,RE 1,Aachen Hbf,26816,2024-05-09 14:07:00,,2,6581466291461538315-2405091120,26,2024-05-09 14:44:00,,False,
Aachen Hbf,ICE 314,Bruxelles Midi,314,2024-05-09 14:16:00,2024-05-09 14:21:00,9,4216288988927907099-2405091226,4,2024-05-09 14:27:00,2024-05-09 14:40:00,False,
Aachen Hbf,RE 29,Aachen Hbf,5013,2024-05-09 14:22:00,,6,1825816844163686220-2405091308,2,2024-05-09 14:24:00,,False,
Aachen Hbf,RE 18,Maastricht,18944,,2024-05-09 14:47:00,6,3551538722137215540-2405091447,1,,2024-05-09 15:04:00,False,2
Aachen Hbf,RB 20,Alsdorf-Annapark,30568,2024-05-09 14:31:00,2024-05-09 14:32:00,1,73040938360266711-2405091404,9,,,True,
Aachen Hbf,RE 29,Hergenrath,5035,,2024-05-09 14:37:00,6,6840831911798822725-2405091437,1,,2024-05-09 14:59:00,False,
Aachen Hbf,Bus RE18,Heerlen,1834,,2024-05-09 14:22:00,,7681536217968965529-2405091422,1,,,False,
Aachen Hbf,EST,Essen Hbf,9435,2024-05-09 14:34:00,2024-05-09 14:37:00,9,50142693801169181-2405091155,4,2024-05-09 14:56:00,,False,8
Aachen Hbf,RE 4,Dortmund Hbf,26423,,2024-05-09 14:22:00,7,-5438825287391161919-2405091422,1,,2024-05-09 14:24:00,False,
Aachen Hbf,RE 4,Aachen Hbf,26418,2024-05-09 14:36:00,,7,-5196792980689958391-2405091209,23,2024-05-09 14:37:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30021,2024-05-09 14:00:00,2024-05-09 14:01:00,8,-8103229205165705068-2405091312,14,2024-05-09 14:02:00,2024-05-09 14:04:00,False,
Aachen Hbf,RB 33,Aachen Hbf,10327,2024-05-09 14:27:00,,2,-7585143390465317162-2405091216,31,2024-05-09 14:29:00,,False,
Aachen Hbf,Bus RE18,Aachen Hbf,1831,2024-05-09 14:57:00,,,-7947566335543923311-2405091354,6,,,False,
Aachen Hbf,RE 9,Aachen Hbf,10916,2024-05-09 14:41:00,,3,-1108840632424852803-2405091210,23,2024-05-09 14:50:00,,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30573,2024-05-09 14:30:00,2024-05-09 14:31:00,7,-900081997490239775-2405091402,9,2024-05-09 14:49:00,2024-05-09 14:50:00,False,1
Aachen Hbf,RB 33,Essen Hbf,10328,,2024-05-09 14:37:00,2,-5992369459169147823-2405091437,1,,,False,
Aachen Hbf,FLX 30,Aachen Hbf,1230,2024-05-09 14:24:00,,8,8819213517333502187-2405090622,17,2024-05-09 15:04:00,,False,6
Aachen Hbf,RE 18,Aachen Hbf,18941,2024-05-09 14:42:00,,6,1555230758122338581-2405091354,9,2024-05-09 14:58:00,,False,2
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26825,,2024-05-09 14:51:00,2,-3994355549409254894-2405091451,1,,2024-05-09 14:55:00,False,
Aachen Hbf,ICE 1053,Berlin Hbf,1053,,2024-05-09 14:47:00,8,5735453695384784814-2405091447,1,,2024-05-09 14:51:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30020,2024-05-09 14:01:00,2024-05-09 14:02:00,1,4670532169727420732-2405091350,4,,,False,
Aachen Hbf,RE 9,Siegen Hbf,10919,,2024-05-09 14:18:00,3,1671770730974667566-2405091418,1,,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30022,2024-05-09 15:01:00,2024-05-09 15:02:00,1,-1399490908466599815-2405091450,4,2024-05-09 15:07:00,2024-05-09 15:08:00,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30575,2024-05-09 15:30:00,2024-05-09 15:31:00,7,-8386524910673846949-2405091502,9,,,True,
Aachen Hbf,RE 4,Aachen Hbf,26420,2024-05-09 15:36:00,,7,4672346811060580425-2405091309,23,2024-05-09 16:32:00,,False,
Aachen Hbf,RB 33,Aachen Hbf,10329,2024-05-09 15:27:00,,3,-4211356805885275419-2405091316,31,2024-05-09 15:29:00,,False,
Aachen Hbf,RE 29,Hergenrath,5036,,2024-05-09 15:37:00,8,2675797637599695909-2405091537,1,,2024-05-09 15:38:00,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30570,2024-05-09 15:31:00,2024-05-09 15:32:00,1,-8551824037200798375-2405091504,9,2024-05-09 15:36:00,2024-05-09 15:37:00,False,
Aachen Hbf,RE 9,Aachen Hbf,10918,2024-05-09 15:41:00,,3,5717552432331868220-2405091310,23,2024-05-09 15:44:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30023,2024-05-09 15:00:00,2024-05-09 15:01:00,8,8938818476871129559-2405091412,14,2024-05-09 15:06:00,2024-05-09 15:07:00,False,
Aachen Hbf,RE 4,Dortmund Hbf,26425,,2024-05-09 15:22:00,7,8909041713043208865-2405091522,1,,2024-05-09 15:23:00,False,
Aachen Hbf,RE 1,Aachen Hbf,26818,2024-05-09 15:07:00,,2,-7351604487961302967-2405091220,26,2024-05-09 15:12:00,,False,
Aachen Hbf,RE 29,Aachen Hbf,5014,2024-05-09 15:22:00,,<,1560923283938801336-2405091408,2,2024-05-09 15:26:00,,False,8
Aachen Hbf,RE 18,Aachen Hbf,18945,2024-05-09 15:42:00,,6,-2047003690912758-2405091454,9,2024-05-09 15:50:00,,False,
Aachen Hbf,ICE 17,Frankfurt(Main)Hbf,17,2024-05-09 15:36:00,2024-05-09 15:39:00,9,-482221124538025922-2405091425,4,2024-05-09 15:39:00,2024-05-09 15:42:00,False,
Aachen Hbf,RE 18,Maastricht,18948,,2024-05-09 15:47:00,6,-8534939724770303202-2405091547,1,,2024-05-09 15:52:00,False,
Aachen Hbf,RE 9,Siegen Hbf,10921,,2024-05-09 15:18:00,3,-3577488554951276144-2405091518,1,,2024-05-09 15:23:00,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26827,,2024-05-09 15:51:00,2,-62989082219321706-2405091551,1,,,False,
Aachen Hbf,RE 18,Maastricht,18946,,2024-05-09 15:17:00,8,-965342860902244685-2405091517,1,,,True,
Aachen Hbf,FLX 30,Dresden Hbf,1239,,2024-05-09 15:25:00,6,4920857102638433713-2405091525,1,,2024-05-09 15:41:00,False,
Aachen Hbf,RB 33,Essen Hbf,10330,,2024-05-09 15:37:00,3,5100772068058333677-2405091537,1,,2024-05-09 15:41:00,False,
Aachen Hbf,RE 18,Aachen Hbf,18943,2024-05-09 15:12:00,,8,-1012813851155274121-2405091424,9,,,True,
Aachen Hbf,RE 18,Maastricht,18950,,2024-05-09 16:17:00,6,-8127834141443504146-2405091617,1,,2024-05-09 16:34:00,False,3
Aachen Hbf,RB 20,Alsdorf-Annapark,30572,2024-05-09 16:31:00,2024-05-09 16:32:00,1,3840593297125977038-2405091604,9,,,True,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30025,2024-05-09 16:00:00,2024-05-09 16:01:00,8,-2700174595703755700-2405091512,14,2024-05-09 16:03:00,2024-05-09 16:04:00,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26829,,2024-05-09 16:51:00,2,3928286743850111058-2405091651,1,,,False,
Aachen Hbf,RE 9,Siegen Hbf,10923,,2024-05-09 16:18:00,3,-4054987105779973147-2405091618,1,,2024-05-09 16:23:00,False,
Aachen Hbf,RE 18,Aachen Hbf,18949,2024-05-09 16:42:00,,6,-7208443476124206069-2405091554,9,2024-05-09 16:49:00,,False,6
Aachen Hbf,ICE 14,Bruxelles Midi,14,2024-05-09 16:17:00,2024-05-09 16:21:00,9,2218943744552257469-2405091426,4,2024-05-09 16:30:00,2024-05-09 16:34:00,False,
Aachen Hbf,RE 29,Aachen Hbf,5015,2024-05-09 16:22:00,,<,-1406549013393839447-2405091508,2,2024-05-09 16:24:00,,False,8
Aachen Hbf,RE 18,Aachen Hbf,18947,2024-05-09 16:13:00,,6,-6583371453464654244-2405091524,9,2024-05-09 16:29:00,,False,3
Aachen Hbf,RE 4,Aachen Hbf,26422,2024-05-09 16:36:00,,7,-2622178168605129962-2405091409,23,2024-05-09 16:57:00,,False,
Aachen Hbf,RB 33,Aachen Hbf,10331,2024-05-09 16:27:00,,6,-5774942772306168069-2405091416,31,2024-05-09 16:26:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30024,2024-05-09 16:01:00,2024-05-09 16:02:00,1,-8947901795342658749-2405091550,4,2024-05-09 16:02:00,2024-05-09 16:04:00,False,
Aachen Hbf,RE 9,Aachen Hbf,10920,2024-05-09 16:41:00,,3,8014795917404916052-2405091410,23,2024-05-09 16:43:00,,False,
Aachen Hbf,RE 18,Maastricht,18952,,2024-05-09 16:47:00,6,-4560622963033739497-2405091647,1,,2024-05-09 16:53:00,False,6
Aachen Hbf,RB 33,Essen Hbf,10332,,2024-05-09 16:37:00,6,7807422524941546938-2405091637,1,,,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30577,2024-05-09 16:30:00,2024-05-09 16:31:00,7,-7631378696083897706-2405091602,9,2024-05-09 16:43:00,2024-05-09 16:44:00,False,6
Aachen Hbf,RE 29,Hergenrath,5037,,2024-05-09 16:37:00,8,8712343334703861538-2405091637,1,,2024-05-09 16:39:00,False,
Aachen Hbf,RE 1,Aachen Hbf,26820,2024-05-09 16:07:00,,2,-3116104947292799691-2405091320,26,2024-05-09 16:27:00,,False,
Aachen Hbf,RE 4,Dortmund Hbf,26427,,2024-05-09 16:22:00,7,-2935693617252737777-2405091622,1,,2024-05-09 16:43:00,False,
Aachen Hbf,RB 33,Essen Hbf,10334,,2024-05-09 17:37:00,6,-1801333113396667008-2405091737,1,,,False,
Aachen Hbf,RE 18,Maastricht,18956,,2024-05-09 17:47:00,6,5885953801762591733-2405091747,1,,,True,
Aachen Hbf,EST,Paris Nord,9474,2024-05-09 17:18:00,2024-05-09 17:23:00,9,-6118155945175682417-2405091542,5,2024-05-09 17:43:00,2024-05-09 17:46:00,False,
Aachen Hbf,RE 9,Aachen Hbf,10922,2024-05-09 17:41:00,,3,5267314170185192404-2405091510,23,2024-05-09 17:48:00,,False,
Aachen Hbf,RE 1,Aachen Hbf,26822,2024-05-09 17:07:00,,2,-2686613191293830536-2405091420,26,,,True,
Aachen Hbf,RE 29,Aachen Hbf,5016,2024-05-09 17:25:00,,<,1150652191658568398-2405091608,2,2024-05-09 17:29:00,,False,8
Aachen Hbf,RE 29,Hergenrath,5038,,2024-05-09 17:37:00,8,7773341912339055480-2405091737,1,,2024-05-09 17:52:00,False,
Aachen Hbf,ICE 317,Frankfurt(Main)Hbf,317,2024-05-09 17:36:00,2024-05-09 17:39:00,9,4992819178731237054-2405091625,4,,,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30579,2024-05-09 17:30:00,2024-05-09 17:31:00,7,223445382694533624-2405091702,9,,,True,
Aachen Hbf,RE 9,Siegen Hbf,10925,,2024-05-09 17:18:00,3,2633398492900654257-2405091718,1,,2024-05-09 17:19:00,False,
Aachen Hbf,RE 18,Aachen Hbf,18953,2024-05-09 17:42:00,,6,-6386060350036149368-2405091654,9,,,True,
Aachen Hbf,RE 18,Maastricht,18954,,2024-05-09 17:17:00,6,-6645816543771038074-2405091717,1,,2024-05-09 17:24:00,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30574,2024-05-09 17:31:00,2024-05-09 17:32:00,1,3176019554528294671-2405091704,9,2024-05-09 17:37:00,2024-05-09 17:41:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30027,2024-05-09 17:00:00,2024-05-09 17:01:00,8,-6865387484756944864-2405091612,14,2024-05-09 17:02:00,2024-05-09 17:03:00,False,
Aachen Hbf,RE 4,Dortmund Hbf,26429,,2024-05-09 17:22:00,7,1068212982267214245-2405091722,1,,2024-05-09 17:29:00,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26831,,2024-05-09 17:51:00,2,5837236304420711163-2405091751,1,,,True,
Aachen Hbf,RE 18,Aachen Hbf,18951,2024-05-09 17:12:00,,6,7636271611130953435-2405091624,9,2024-05-09 17:20:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30026,2024-05-09 17:01:00,2024-05-09 17:02:00,1,-4326849945386666963-2405091650,4,,,False,
Aachen Hbf,ICE 758,Aachen Hbf,758,2024-05-09 17:12:00,,8,-7276497044803552535-2405091054,17,,,False,
Aachen Hbf,RB 33,Aachen Hbf,10333,2024-05-09 17:27:00,,6,-9182618552081004292-2405091516,31,2024-05-09 17:30:00,,False,
Aachen Hbf,RE 4,Aachen Hbf,26424,2024-05-09 17:36:00,,7,-3790715120282303224-2405091509,23,2024-05-09 17:41:00,,False,
Aachen Hbf,RE 9,Aachen Hbf,10924,2024-05-09 18:41:00,,3,4620444103553744625-2405091610,23,,,False,
Aachen Hbf,RE 29,Aachen Hbf,5017,2024-05-09 18:22:00,,<,2800947609791194508-2405091708,2,2024-05-09 18:26:00,,False,8
Aachen Hbf,RE 4,Aachen Hbf,26426,2024-05-09 18:36:00,,7,7272879402152736053-2405091609,23,2024-05-09 18:37:00,,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30581,2024-05-09 18:30:00,2024-05-09 18:31:00,7,6212959982506927255-2405091802,9,2024-05-09 18:31:00,2024-05-09 18:32:00,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30576,2024-05-09 18:31:00,2024-05-09 18:32:00,1,-5627019924919460990-2405091804,9,2024-05-09 18:33:00,2024-05-09 18:34:00,False,
Aachen Hbf,RE 18,Aachen Hbf,18955,2024-05-09 18:12:00,,6,4743471024125410359-2405091724,9,2024-05-09 18:19:00,,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26833,,2024-05-09 18:51:00,2,2942192777726528267-2405091851,1,,,False,
Aachen Hbf,RE 18,Maastricht,18958,,2024-05-09 18:17:00,6,3466590436910825275-2405091817,1,,2024-05-09 18:22:00,False,
Aachen Hbf,RE 9,Siegen Hbf,10927,,2024-05-09 18:18:00,3,-4685260995542115648-2405091818,1,,2024-05-09 18:19:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30029,2024-05-09 18:00:00,2024-05-09 18:01:00,8,-282132427918961971-2405091712,14,2024-05-09 18:05:00,2024-05-09 18:06:00,False,
Aachen Hbf,RB 33,Essen Hbf,10336,,2024-05-09 18:37:00,6,5356887278008679065-2405091837,1,,2024-05-09 18:39:00,False,
Aachen Hbf,RE 18,Aachen Hbf,18957,2024-05-09 18:42:00,,6,2987058919790219201-2405091754,9,2024-05-09 18:43:00,,False,
Aachen Hbf,EST,Dortmund Hbf,9459,2024-05-09 18:33:00,2024-05-09 18:36:00,9,-187420451358667545-2405091553,4,2024-05-09 18:36:00,2024-05-09 18:40:00,False,
